"","Label","Marker"
"1165","Mural cells-21","Cox4i2, Kcnj8, Fam162b, C030034L19Rik, Wnt4, Gm26705, Fam101a, Kcne4, RP23-322P13.2, Spry4"
"1166","Mural cells-22","Gast, Rassf5, Bpifc, 1810007D17Rik, Lce1h, Gm13420, Far1, Creb3l4, Lce3c, Klk10"
"1167","Mural cells-23","Gm16134, Olfr550, Fam162b, Olfr554, Wfdc6b, Eppin, Gm16029, Mettl21e, Higd1b, Zfp663"
"1168","Mural cells-24","Calcrl, Prkg1, Sftpb, Limch1, Macf1, Alcam, Ank3, Sftpc, Bmpr2, Prickle2"
"1169","Muscle satellite cells-0","Nppc, Cdh15, Best1, Gm26834, Gm14616, Crlf1, En1, Arl4d, Myf5, Sac3d1"
"1170","Muscle satellite cells-1","Myf5, Capn6, H60b, Gm15760, Six1, 4930570N18Rik, Zfp960, Rpl10a-ps1, Cdh15, Gm16751"
"1171","Muscle satellite cells-2","1700036A12Rik, Gm13703, Cdh15, Lsm5, Six1, Gm26834, Asb10, Pitx3, Pdlim4, Gm22516"
"1172","Muscle satellite cells-3","RP24-226L19.1, Chodl, Myod1, Myf5, Zfp568, Gm26834, Crlf1, Rapsn, Gm13703, RP23-152I6.3"
"1173","Muscle satellite cells-4","Chrnb1, Capn6, Megf10, Gm4793, Gm10275, Cdh15, C1qtnf3, 4930558J18Rik, Myf5, Gm17229"
"1174","Muscle satellite cells-5","Dusp27, Tmem150a, Gm9947, Myod1, Asb16, Cdh15, Gm12724, Pax7, Rad1, Gm26834"
"1175","Muscle satellite cells-6","Rapsn, Gm14616, Gm26834, Myf5, Cdh15, Pax7, Megf10, Lrrc17, Gm28308, Chrdl2"
"1176","Muscle satellite cells-7","Gm807, Pdlim4, A3galt2, Gxylt2, Cdh15, Chrdl2, Gm26834, Gm13709, Nrm, Ntn5"
"1177","Muscle satellite cells-8","Gm13584, Fgfr4, A830012C17Rik, RP24-105B23.2, Myf5, Gm26834, RP24-331B5.1, Gm5345, 4933400F21Rik, Sec1"
"1178","Muscle satellite cells-9","Chrdl2, Gm14616, Crlf1, RP24-142E6.5, Gm2897, Gm4793, Myf5, Cdh15, Fgfr4, Gm13882"
"1179","Muscle satellite cells-10","Otoa, Gdf6, Chodl, Pax7, Gm26834, Myf5, Crlf1, Cdh15, RP24-142E6.5, RP23-398C14.1"
"1180","Muscle satellite cells-11","Gm26834, Bdkrb1, Pdlim4, Cdh15, Gm8730, Myod1, Fgfr4, Pitx3, Myf5, Ntn5"
"1181","Muscle satellite cells-12","Megf10, Pax7, Gm26834, Rpl14-ps1, Rpl17-ps9, Gm9947, Hoxa9, Gas1, Six2, Gm14616"
"1182","Muscle satellite cells-13","Myh13, Gm13303, Pdgfrl, Gm14380, Gjd4, 4930596D02Rik, Tlr6, Gm16589, Gm16315, Olfr15"
"1183","Myelinating Schwann cells-0","Il16, Ninj2, RP23-121N19.3, Gm16121, RP23-323E20.2, Dusp15, Cldn19, Plekha4, Gm29083, Pcyox1l"
"1184","Myelinating Schwann cells-1","Ncmap, Smco3, Nkx2-2os, Angptl7, Shc4, Gm12514, Igfbp6, RP23-175G2.1, 2610034M16Rik, Cldn19"
"1185","Myelinating Schwann cells-2","Mpz, Gldn, Frmd3, Fam26e, Dhh, Has2os, RP24-483O2.2, Gm1992, Tspan17, Gm18406"
"1186","Myelinating Schwann cells-3","4932435O22Rik, Gjc3, Gm5432, Gm15287, Gm17791, Hepacam, Cdkn2d, Cnp, Cldn19, Dhh"
"1187","Myelinating Schwann cells-4","Pou3f1, Fzd2, Gm9945, Gm13403, Ncmap, Islr, Hcn4, Gm10136, Tpte, Gli1"
"1188","Myelinating Schwann cells-5","Sox10, Sept8, Sptbn5, WI1-1616M8.3, B230206H07Rik, Plekhb1, Gm13601, Scnm1, D430040D24Rik, Sema6c"
"1189","Myelinating Schwann cells-6","Mylk4, Rs1, Gm13441, Sbspon, Itm2a, Ppp1r27, Gm16271, Gm14762, Kif19a, Raet1e"
"1190","Myelinating Schwann cells-7","B230206H07Rik, Smco3, Thap11, Gm9833, Cldn19, Pou3f1, Plac1, Snai2, Fstl3, Igfbp6"
"1191","Myelinating Schwann cells-8","Ogn, Sptbn5, Shc4, Nkx2-2os, Plekha4, Gm16394, RP23-121N19.3, Gm20443, RP23-428H16.1, Dusp26"
"1192","Myelinating Schwann cells-9","RP23-314E8.1, Gm7539, Olfr907, 9230113P08Rik, Gm28685, Gm29341, Gm3657, Gm14113, Gm10080, Gm11718"
"1193","Myelinating Schwann cells-10","Tenm3, Gm24286, Gm12582, Has2os, St6galnac1, Hsd17b14, 1700101I11Rik, A930031H19Rik, Gm15895, Gm17199"
"1194","Myelinating Schwann cells-11","Cdrt4os1, Drp2, Cnp, Gm21244, Tyrp1, 6430503K07Rik, Adam26a, Olfr283, Fgf4, 9930012K11Rik"
"1195","Myelinating Schwann cells-12","Kcna1, Gm11903, Rnasek, mt-Ts2, Fgf4, Gm14174, Dusp15, Gm11267, Gjc3, Gm15361"
"1196","Myelinating Schwann cells-13","Gm8980, Gm15325, S100b, mt-Tg, Rhobtb3, Olfr183, Gm4737, Gm9008, Rab11fip4os1, Zfp957"
"1197","Myeloid cells-0","Kcnk13, Nup107, Ninj1, RP24-150C17.1, Tslp, Cd209g, Gm15523, Gm28100, Zfp385a, Fcgr1"
"1198","Myeloid cells-1","Fcrls, Hist1h2be, Themis2, Zeb2os, Nedd1, Ccdc109b, Ccl9, Clec4a2, Fcer1g, Clec4a3"
"1199","Myeloid cells-2","Mgl2, Cd200r1, Pld4, Lacc1, Prcp, Nlrp1a, Fcrls, Gm13814, Clec4a2, Nxpe5"
"1200","Myeloid cells-3","Emr1, Serpinb8, Gm16553, Clec10a, Phf11b, C3ar1, Pilrb1, Ms4a6d, Nlrp1a, Clec4a1"
"1201","Myeloid cells-4","Mitf, Gpnmb, Trpm2, Wdr91, Spp1, Lrp8, Haus8, Il22ra2, Capg, Mfsd12"
"1202","Myeloid cells-5","Emr4, Lst1, Vsig4, Csf2ra, Gm21188, C3ar1, Gm12865, Nlrp3, Aif1, Blvra"
"1203","Myeloid cells-6","Cidea, Lgmn, Gm26510, C1qc, Slc8b1, Pla2g2d, Ppef2, Clec10a, 5031425F14Rik, Milr1"
"1204","Myeloid cells-7","Timd4, Rgl1, Mmp12, Dse, Mmp19, Dok2, 5031425F14Rik, Gusb, Gna15, Trem2"
"1205","Myeloid cells-8","Fcrl5, Itgax, Rab20, Cd4, Slc15a3, Cyth4, Gm13710, Ptafr, Batf3, Ccdc109b"
"1206","Myeloid cells-9","Pltp, C130050O18Rik, 5430435G22Rik, Susd3, Gpr171, AF251705, Il10ra, Aif1, Cyba, Tnfaip8l2"
"1207","Myeloid cells-10","Ccl9, Evi2b, Ptger2, Hk3, Siglec1, Cfp, Pla2g15, Cnr2, RP23-145F9.3, Ms4a14"
"1208","Myeloid cells-11","Lcp2, Cd5l, Plekhg5, Cd209b, Fam49a, Pou2f2, Fcgr3, Dclre1c, Syndig1l, P2rx7"
"1209","Myeloid cells-12","Camp, Cd209c, Clec4b1, Prcp, Ngp, Rab3il1, Tm6sf1, B430306N03Rik, Tagap, S100a9"
"1210","Myeloid cells-13","Ccl8, Evi2a, 5031425F14Rik, BC100451, RP23-81L22.3, Pld4, Gm15523, Pf4, RP23-145F9.3, Cabp4"
"1211","Myeloid cells-14","C5ar2, Ptafr, Ms4a6d, Gpr65, Cyp2ab1, Cfp, Cyp4f18, Pla2g2d, Pigz, Cd200r1"
"1212","Myeloid cells-15","Itga6, Lims1, Med12l, Cd226, Clec1b, Rgs18, Fyb, Mvb12b, Rab27b, Dapp1"
"1213","Myeloid cells-16","Retnla, Lrrc25, Plaur, Pdcd2l, Milr1, Atn1, Gm13814, Prtn3, Bach2it1, Slc11a1"
"1214","Myeloid cells-17","Rftn1, Clec10a, Ms4a14, Mreg, Apmap, Gm13814, C3ar1, Pla2g2d, Gm28100, Tlr7"
"1215","Myeloid cells-18","Cd300ld, Cd244, Ncf4, C1qc, Clec4a1, Gm13391, Fcgr1, Ms4a4a, Nlrp1a, Cfp"
"1216","Myeloid cells-19","Saa3, Slamf8, Ccdc109b, Cxcl13, 9430091E24Rik, 9930111J21Rik1, RP24-150C17.1, Mefv, Bach2os, Tifab"
"1217","Myeloid cells-20","Chst11, Nxpe5, Pstpip1, RP24-150C17.1, Plagl1, Gm12979, Pik3r6, Ms4a14, Rab3il1, Tifab"
"1218","Myeloid cells-21","4933427D06Rik, Nlrp1c-ps, Ccr2, Abcg3, Pla2g2d, Clec4b1, Clec4f, Fcer1g, Gm26520, Tmem26"
"1219","Myeloid cells-22","Rbpj, Cd72, Fcgr4, Cd209d, Sirpb1b, Tlr5, Tgm1, Cd33, Pf4, Ifi204"
"1220","Myeloid cells-23","Cybb, Apol7c, Itgam, Ednrb, Serpinb10, Clec4f, F630028O10Rik, C1qb, Tmem37, Fcna"
"1221","Myeloid cells-24","Samsn1, Mthfs, N4bp2l1, Tbc1d4, Gm2396, Gm29282, Myo1g, Cacnb3, Gm20465, C1qc"
"1222","Myeloid cells-25","Ctsk, Mmp9, Slc9b2, Mir99ahg, Atp6v0d2, Gnptab, Acp5, Arsb, Tgfbr1, Stat4"
"1223","Myeloid cells-26","Lilra5, Vmn2r8, 1700003G18Rik, Gm16302, B430306N03Rik, Hyal5, Pilrb1, Fabp7, Mmp27, Bach2os"
"1224","Myeloid cells-27","Ccr3, RP24-529L21.6, 2010013B24Rik, Il2, Siglece, Bcl2a1b, Trem2, Mmp27, Gm12689, Gchfr"
"1225","Myeloid cells-28","Bach2os, Fcna, Urah, Rab32, Cd207, Cd68, Gm13248, Cd300e, 2900009J06Rik, Mmp27"
"1226","Myeloid cells-29","Cenpi, Slc38a5, Hist1h2ap, RP23-136I1.2, Gm16399, Ube2t, Klf1, RP24-299B14.3, Gm14221, Dyrk3"
"1227","Myeloid cells_Alveolar macrophages-0","Gm6116, Fpr1, Bcl2a1d, Gm15696, C920009B18Rik, G730013B05Rik, Lilra5, I830077J02Rik, Ear1, Alox5ap"
"1228","Myeloid cells_Alveolar macrophages-1","Lilra6, Gm20541, Gm15891, Trap1a, Abcg1, Gm6116, 1700041M05Rik, 4930583P06Rik, Gm14011, Lipf"
"1229","Myeloid cells_Alveolar macrophages-2","Gm16096, Gm23095, C5ar1, Gm26532, Tlr2, Hlx, 4930430E12Rik, Mcemp1, Ear2, Fpr1"
"1230","Myeloid cells_Alveolar macrophages-3","Cxcl2, Fpr2, Il1a, Gm15931, Cxcr1, Bach2os, Gm6116, G730013B05Rik, Tnfrsf26, 4933400F21Rik"
"1231","Myeloid cells_Alveolar macrophages-4","Mir8106, Sh2d1b1, Cebpb, Relt, 1700110C19Rik, Pira2, Ticam2, Ear1, 5730507C01Rik, Mcemp1"
"1232","Myeloid cells_Alveolar macrophages-5","Tlr8, Cxcr1, Abcg1, A930007I19Rik, 4930502E18Rik, Mcemp1, Sh2d1b1, Gm6116, Gm13241, RP24-286C21.1"
"1233","Myeloid cells_Alveolar macrophages-6","Cyb561a3, Rhog, Il1a, Fpr1, 4930583P06Rik, Ctsc, Trip13, Cenpt, E030018B13Rik, Gm6116"
"1234","Myeloid cells_Alveolar macrophages-7","Bhlhe41, C5ar1, Fpr1, Gm6116, Hr, RP23-67I3.5, 8030453O22Rik, Gm20511, Bmf, 5830432E09Rik"
"1235","Myeloid cells_Alveolar macrophages-8","Ncf1, C130050O18Rik, Cd48, Bcl2a1b, Mmp8, Cd200r4, Camk1, Pirb, Gm25631, Gm16155"
"1236","Myeloid cells_Alveolar macrophages-9","4930430E12Rik, Cyb561a3, Sh2d1b1, Nifk, Hcar2, Mcemp1, Ear2, RP23-201A19.2, Gm28809, 1810011H11Rik"
"1237","Myeloid cells_Alveolar macrophages-10","Clec4n, Gm15832, Ear2, Ccl6, AI607873, RP23-430H22.1, Gm29094, Csf2ra, Cd200r4, 5730507C01Rik"
"1238","Myeloid cells_Alveolar macrophages-11","Amz1, Gm6116, 4930583P06Rik, Gm13248, Arl11, Tlr8, Trem1, RP23-291L24.5, Ch25h, 5730507C01Rik"
"1239","Myeloid cells_Alveolar macrophages-12","Ear1, Mir351, Cxcr1, Mir6407, Lipf, Gm6116, Lilra5, Gm8337, G730013B05Rik, RP23-201A19.2"
"1240","Myeloid cells_Alveolar macrophages-13","Apobr, A930007I19Rik, Pla2g15, RP23-378D16.1, Psrc1, Lrrc8dos, Gm6116, Cebpb, Kcnh4, Sh2d1b1"
"1241","Myeloid cells_Alveolar macrophages-14","RP24-443M8.2, Fpr1, Chil3, Gm13266, Lilra5, Rgag4, Gbgt1, Siglece, Gm9816, Gm16096"
"1242","Myeloid cells_Alveolar macrophages-15","Olr1, Clec7a, Abcg1, Clec4n, RP24-338G10.1, Atp10a, Gm24627, Gm4996, Lepr, Ccl6"
"1243","Myeloid cells_Alveolar macrophages-16","Upf3b, 3010026O09Rik, Gm15915, Cdca3, Atad5, RP23-136I1.2, Adrb2, Trim58, Apol11a, Slfn14"
"1244","Myeloid cells_Basophils-0","Hdc, Rgs2, Il6, Ccl3, Nfkbid, Qrfp, Csf1, Osm, Hk3, Gm11346"
"1245","Myeloid cells_Basophils-1","Ccl4, Ccr3, Osm, Arl11, Hrh4, Ifitm1, Sytl3, Hcar2, Gm14703, Gm26226"
"1246","Myeloid cells_Basophils-2","Ms4a2, Mcpt8, 4930503B20Rik, Cxcr4, Gpr34, Ifitm1, Gm13748, Ccl4, Ccl3, Samd13"
"1247","Myeloid cells_Basophils-3","Hgf, Srgn, C5ar1, Gm15189, Osm, Nlrp3, Rgs1, 4930503B20Rik, Ccl9, Tmem71"
"1248","Myeloid cells_Basophils-4","Nlrp3, Rgs1, AI467606, 6030469F06Rik, Fut7, Hrh4, Ccl4, Osm, Fxyd5, Cyp4f18"
"1249","Myeloid cells_Basophils-5","Ccl4, Gm13181, RP24-86O15.1, Hrh4, Gm11346, Alox8, Rpl13a-ps1, Lilrb4, BC021614, Osm"
"1250","Myeloid cells_Basophils-6","Rasa3, Arhgap10, Nrgn, Nbeal2, Slc6a4, Pim1, Ubash3b, Sec14l5, Tubb1, Itga2b"
"1251","Myeloid cells_Basophils-7","Il4, Rgs1, Nlrp3, RP23-329B6.2, E2f8, Gm15265, Vmn2r9, Olfr171, Ms4a2, RP24-490B17.4"
"1252","Myeloid cells_Basophils-8","Dhx40, Alox5, Mcpt8, Prss34, RP24-490B17.4, 6030469F06Rik, Gzmb, Hrh4, Fcer1a, Osm"
"1253","Myeloid cells_Basophils-9","Osm, Ccl4, RP23-285G23.2, Hrh4, Ccl9, Grm6, Samd13, Rpl35a-ps2, Frem3, Ifitm1"
"1254","Myeloid cells_Basophils-10","Gm11882, Vmn2r-ps82, Ccl4, Msgn1, Esp15, Igkv7-33, Gm11512, Gm13082, Olfr982, Gm3376"
"1255","Myeloid cells_Basophils-11","Ccin, RP23-284A15.2, Gm9359, 1700123O12Rik, Nlrp3, Gm16081, Gm13848, Gm8600, Gm9027, Gm20441"
"1256","Myeloid cells_Basophils-12","Lilrb4, RP23-433P9.3, Gm12649, Tmem71, 4930503B20Rik, Gm11697, Mrgpra6, Gm14388, Ms4a2, Ccl4"
"1257","Myeloid cells_Dendritic cells-0","Fam168a, Card11, Csf2rb, Slc8b1, Vrk1, Amz1, Gpr82, Tlr11, Sept3, Phf11a"
"1258","Myeloid cells_Dendritic cells-1","Tmem123, Poglut1, Traf1, Rab8b, Gm26535, Gm12159, Gm29282, 4931406G06Rik, Cyba, Chst7"
"1259","Myeloid cells_Dendritic cells-2","Pilra, Zc3h12c, Gm26535, Fancl, Extl1, Clec4b2, Evi2a, H2-Eb2, Apol10b, Gm1720"
"1260","Myeloid cells_Dendritic cells-3","Aldh1a2, Itgb8, Slamf7, Cd80, Il12b, Zc3h12d, Cd40, Bcl2l11, Glipr2, Wnt11"
"1261","Myeloid cells_Dendritic cells-4","Trim35, Gm13052, Fscn1, Klrb1b, Serpinb9, F730043M19Rik, Mx1, Gm12159, Cd209c, Bcl2a1d"
"1262","Myeloid cells_Dendritic cells-5","Plek, Ccl17, Pik3r6, Cxcl16, Gm3739, Stx11, Cass4, Rara, Gm6377, Nckipsd"
"1263","Myeloid cells_Dendritic cells-6","Il4i1, Gm829, Cd300c, Siglech, Zc3h12c, P2ry14, I830077J02Rik, Macc1, Cyth4, Adam8"
"1264","Myeloid cells_Dendritic cells-7","Ccdc88a, Map3k14, Cd83, 1700028N14Rik, Cd300a, Nudt9, AI607873, Gpr33, Traf1, Slc8b1"
"1265","Myeloid cells_Dendritic cells-8","RP23-293I7.4, Gpr132, Xcr1, A530099J19Rik, Tnip3, Dscc1, Mastl, 6530409C15Rik, Mb21d1, Snx22"
"1266","Myeloid cells_Dendritic cells-9","Slco5a1, Ccr7, Has2, Flt3, Depdc1a, Tmprss11d, Cd101, Rbbp4, Nlrp1b, Zbtb46"
"1267","Myeloid cells_Dendritic cells-10","Trerf1, Ppef2, Gm8221, Fgd2, Fcrls, A530099J19Rik, Ccdc109b, Gm15964, Tgfb1, Dennd4b"
"1268","Myeloid cells_Dendritic cells-11","Tnfrsf11b, Tmem116, Gm20465, Plekho1, Ranbp3l, Xcr1, Tfap2b, 4930520O04Rik, Cd48, Tmem207"
"1269","Myeloid cells_Dendritic cells-12","Cd86, Nr4a3, Htr7, Il1r2, Bcl2l14, Mthfsl, Ccl22, Klri1, Pkib, Plekho2"
"1270","Myeloid cells_Dendritic cells-13","Gpr68, Gm20465, Ak4, Gm28100, Cyp4a31, B3gat2, Pilrb2, Gm12609, Ccl5, Gpr82"
"1271","Myeloid cells_Dendritic cells-14","Wdfy4, Dnase1l3, Basp1, Vrk2, Scube3, Kmo, Cd209a, Hat1, Fscn1, Pdzd4"
"1272","Myeloid cells_Dendritic cells-15","Runx3, Pkd1l1, Zkscan17, Gm26756, Gm20708, Cd101, 2900052N01Rik, Gm15984, Cyba, Arl5c"
"1273","Myeloid cells_Dendritic cells-16","Cdk6, Slc22a3, 2510009E07Rik, Gpr183, Olfr417, Gpr97, Tdh, RP23-354D10.5, Myc, 1700003C15Rik"
"1274","Myeloid cells_Dendritic cells-17","Itgae, Tlr11, Clec4b2, Gpr82, RP23-440J24.4, Hps3, Rab29, Xcr1, Gusb, Rab32"
"1275","Myeloid cells_Dendritic cells-18","Col17a1, Slc4a8, Ankrd33b, Plxna4os3, Anxa3, Aire, Icosl, Tmcc3, Cacnb3, RP23-428M4.4"
"1276","Myeloid cells_Dendritic cells-19","Gm16553, Olfr433, Nckipsd, Gna15, AB124611, Pira2, Mir7050, Tmem156, 1700027A07Rik, G430095P16Rik"
"1277","Myeloid cells_Dendritic cells-20","RP23-68O7.2, F630206G17Rik, Scimp, Fxyd5, Dpep2, Cldn1, Gm29438, Alox5ap, A530099J19Rik, 2310008N11Rik"
"1278","Myeloid cells_Interstitial macrophages-0","Clec12a, Siglec1, Cd209f, Gm26714, Cd209g, Ccl24, Gm11709, Gm27187, Ms4a6d, Fcer1g"
"1279","Myeloid cells_Interstitial macrophages-1","Ntpcr, Olfr754-ps1, Tmem192, Zfp385a, Ndufaf7, 4933424M12Rik, Gm6654, RP24-191N24.2, Gm15503, Clec4a3"
"1280","Myeloid cells_Interstitial macrophages-2","RP23-456B7.3, Pf4, C1qb, Gm11652, Gm13201, Alyref2, Gm13166, Clec4a4, Clec4a2, Gm13912"
"1281","Myeloid cells_Interstitial macrophages-3","Sirpa, Ccr5, Apobec1, P2ry12, Ly86, Tmem26, Gm13710, Serpina3g, 9330175E14Rik, 2900052N01Rik"
"1282","Myeloid cells_Interstitial macrophages-4","Mmp19, Tcirg1, Trem2, RP23-121I20.2, Gm1720, Amz1, Cyb5r1, Gm12042, RP23-87D8.2, RP23-264F2.1"
"1283","Myeloid cells_Interstitial macrophages-5","Msr1, Nrros, Marco, Sdc3, Aoah, Cnpy1, Itgad, Spic, Lhx8, Cfp"
"1284","Myeloid cells_Interstitial macrophages-6","P2ry13, Ccl12, Mb21d1, C030005K06Rik, Tlr1, RP23-239I17.3, Cd209g, Gm11709, Nfkbid, Hpgds"
"1285","Myeloid cells_Interstitial macrophages-7","Gm26714, Nxpe5, 4933416E03Rik, Siglece, Cd200r1, RP23-27C10.2, Cd48, 4933417E11Rik, 3300005D01Rik, Cd300lb"
"1286","Myeloid cells_Interstitial macrophages-8","Tlr13, Gm1720, Gm15747, RP24-329K22.1, Ccl12, Gm15964, C920009B18Rik, A930006K02Rik, Gna15, Gm11709"
"1287","Myeloid cells_Interstitial macrophages-9","Gm16505, Gm15931, Fabp12, Prdm11, Ccl12, Gm13449, RP23-204N23.3, Unc93b1, Sash3, Gm3695"
"1288","Myeloid cells_Interstitial macrophages-10","3110009E18Rik, C1qb, Ccl12, Zfp273, Trem2, Tspan10, Gm14461, Gpr65, Hmgb1-rs16, Gm26520"
"1289","Myeloid cells_Interstitial macrophages-11","Tnfrsf25, Gm15356, Gna15, Tnfsf12Tnfsf13, AB124611, Gm11788, Ccl24, Gm5970, Gm11488, Ccl12"
"1290","Myeloid cells_Interstitial macrophages-12","Hpgds, Gm20429, Gm1720, Cd209f, Trem2, Mir511, Cd209g, Snord49b, Slc11a1, Ms4a14"
"1291","Myeloid cells_Interstitial macrophages-13","Pla2g2d, Ly96, Gm6654, Hesx1, Nuf2, Mir7213, Tifab, Gm10521, Shcbp1, RP23-440J24.2"
"1292","Myeloid cells_Interstitial macrophages-14","Stab1, Ms4a7, Phf11a, Apobr, Podnl1, 4933416E03Rik, Spic, Rab11fip5, Foxp3, Rpl3-ps2"
"1293","Myeloid cells_Interstitial macrophages-15","Mrc1, Fnip2, Cd209f, Cd99, Gm13710, RP23-145F9.3, Rilpl2, Aph1c, Clec4a3, Clec10a"
"1294","Myeloid cells_Mast cells-0","Ccl2, Mcpt1, Cma1, Mcpt4, Mrgprb2, Tpsab1, Mcpt9, Hrh4, Milr1, Fcer1a"
"1295","Myeloid cells_Mast cells-1","Cpa3, Mcpt9, Mrgprb1, Fcer1a, Mrgpra9, Osbpl8, Aim2, Tpsab1, Cma2, Gm26226"
"1296","Myeloid cells_Mast cells-2","Mrgprb2, Cma1, Mcpt4, Mcpt1, 4930412C18Rik, RP23-173H19.3, Tpsab1, Fcer1a, Gm26947, Mrgpra9"
"1297","Myeloid cells_Mast cells-3","Calca, 5730460C07Rik, Mrgprb1, Mcpt9, Mir7007, Gm11702, Gm29103, Tpsab1, Mrgprb2, Mrgpra9"
"1298","Myeloid cells_Mast cells-4","Tpsb2, Mcpt2, Olfr920, Tpsab1, Gm23039, Comtd1, Mrgprb2, Mcpt9, Cma2, Gm14040"
"1299","Myeloid cells_Mast cells-5","Nme4, Olfr916, Sytl3, C430002N11Rik, Mrgprb2, Lat2, Fcer1a, D630033O11Rik, Tespa1, Cma1"
"1300","Myeloid cells_Mast cells-6","Mcpt1, Cma2, Mrgprb1, Tpsab1, Fcer1a, Gm11843, Cma1, Mrgprb2, Tarm1, D630033O11Rik"
"1301","Myeloid cells_Mast cells-7","Cd200r3, Ms4a2, Hs3st3a1, D630033O11Rik, Mrgpra4, 5730460C07Rik, Gm26947, Olfr916, Cd200r1, Gm14581"
"1302","Myeloid cells_Mast cells-8","Smox, Gm7534, Gm16220, Gm23041, Gm13448, Gm11609, Gm1972, Gm13127, Fcer1a, RP23-211F21.3"
"1303","Myeloid cells_Monocytes-0","Il1b, RP23-412L18.1, Tlr7, Gm12589, Cd300e, I830077J02Rik, 4930403D09Rik, Cd244, S1pr5, Gm16287"
"1304","Myeloid cells_Monocytes-1","Cd53, Map3k15, Rassf4, Gm15466, Fcgr1, Arhgef37, Sirpb1c, Klra2, Mcemp1, Ifitm6"
"1305","Myeloid cells_Monocytes-2","9330160F10Rik, RP23-412L18.6, Gm10974, Fcer1g, RP23-415C3.8, Siva1, Serpinb10, Gm14321, Clec4a3, Lilra5"
"1306","Myeloid cells_Monocytes-3","Sirpb1c, Gm13373, Ccr2, Gm5150, Gm10693, Ms4a4a, Mnda, Mir8099-2, Gm24992, Hmgb1-ps5"
"1307","Myeloid cells_Monocytes-4","Gm24145, Gm11698, B430306N03Rik, Dpep2, Tbx6, AF251705, 2010013B24Rik, S1pr5, Rhox8, Cx3cr1"
"1308","Myeloid cells_Monocytes-5","Gm15448, Timm8a2, Clec4a4, Cd300e, S1pr5, Il27, Ifitm6, Dpep2, Tifab, Trem3"
"1309","Myeloid cells_Monocytes-6","Ms4a6c, Tnfsf12Tnfsf13, Trem3, F630028O10Rik, C130050O18Rik, Gm16120, Arhgef37, RP24-286D13.2, Arl6ip4, Gm13886"
"1310","Myeloid cells_Monocytes-7","Tceanc, Hc, Vcan, Gpr141, Irx2, Gm16120, Nlrp1a, M1ap, Rassf4, Gm15448"
"1311","Myeloid cells_Monocytes-8","Cebpb, 9830107B12Rik, S1pr5, 1700071M16Rik, Pilra, Gm9825, Fam78a, Tlr7, Gm6377, Gm16120"
"1312","Myeloid cells_Monocytes-9","Fndc9, Pld4, Tlr6, Treml4, Ifitm6, Gm16120, Slc2a6, Tifab, Gm14965, S1pr5"
"1313","Myeloid cells_Monocytes-10","Rab32, Trem3, Ccdc88b, I830077J02Rik, Gm14965, I830127L07Rik, Mefv, Apobr, Ms4a4c, Ifi204"
"1314","Myeloid cells_Monocytes-11","Mmp8, Eif4e3, Serpinb10, I830127L07Rik, B430306N03Rik, Nlrp1a, S1pr5, RP23-456B9.18, Alox5ap, C130050O18Rik"
"1315","Myeloid cells_Monocytes-12","Pot1b, Gm20658, RP23-361M12.2, Serpinb10, Gm16120, Gpr141, Slc11a1, Arhgef37, Pilrb1, Gm11787"
"1316","Myeloid cells_Monocytes-13","Klra2, Slc44a2, Gm24471, Ear2, Ifitm6, Gm16120, Gm26877, S1pr5, F630028O10Rik, Mmp8"
"1317","Myeloid cells_Monocytes-14","Cd244, Ifitm6, Cyp2ab1, RP23-412L18.6, Gm16120, Trem3, Gm17160, Sh2d1b1, Cd300e, Agtrap"
"1318","Myeloid cells_Monocytes-15","Ctbs, Cd300e, Gpr141, I830127L07Rik, F630028O10Rik, Nubp2, Cyba, Gm15346, Gm16120, Plod3"
"1319","Myeloid cells_Monocytes-16","Igsf6, Treml4, Fam111a, Sgsh, Alox5ap, Cyp2ab1, Serpinb10, Gm16238, Gm11805, Siglece"
"1320","Myeloid cells_Monocytes-17","Fgr, Itgad, Sirpb1b, Fcgr4, Gm16120, Cd300e, Gm13212, Cnbd2, Apobr, Siglece"
"1321","Myeloid cells_Monocytes-18","Ednrb, Cd53, Gna15, Gm11787, Unc13d, Tlr7, 4933417E11Rik, 4930431P03Rik, F830208F22Rik, Gm10369"
"1322","Myeloid cells_Monocytes-19","Mpo, Gpr141, Ctsg, Prim1, Elane, Frg1, I830127L07Rik, F630028O10Rik, Pirb, Gm14548"
"1323","Myeloid cells_Neutrophils-0","Fpr1, Gm8091, Trem1, 9830107B12Rik, Gm8459, Mefv, Gm15729, Trem3, Scrg1, Tas2r135"
"1324","Myeloid cells_Neutrophils-1","Gm16556, Siglece, Gm15350, 9830107B12Rik, Gm20509, Gm8091, RP24-127D13.2, Retnlg, 2010310C07Rik, Tarm1"
"1325","Myeloid cells_Neutrophils-2","Gm16556, RP23-284A15.1, Gm15729, Gm17455, Slc11a1, Scrg1, Siglece, Tarm1, Gm11698, Gm14548"
"1326","Myeloid cells_Neutrophils-3","Trem3, Ncf2, Gm16556, Lilrb4, Ear2, Gm6030, B430306N03Rik, Gm18595, Gm15904, Gps2"
"1327","Myeloid cells_Neutrophils-4","S100a9, Adpgk, Retnlg, Ncf2, Gm5483, S100a8, Scrg1, Osm, Ngp, F730016J06Rik"
